FIPS,FIPSTEXT,y17_M001_valueText,y17_M001_classRange,y17_M001_valueNumeric,y17_M002_valueText,y17_M002_classRange,y17_M002_valueNumeric,y17_M003_valueText,y17_M003_classRange,y17_M003_valueNumeric,y17_M004_valueText,y17_M004_classRange,y17_M004_valueNumeric,y17_M005_valueText,y17_M005_classRange,y17_M005_valueNumeric,y17_M006_valueText,y17_M006_classRange,y17_M006_valueNumeric,y17_M007_valueText,y17_M007_classRange,y17_M007_valueNumeric,y17_M008_valueText,y17_M008_classRange,y17_M008_valueNumeric,y17_M009_valueText,y17_M009_classRange,y17_M009_valueNumeric,y17_M010_valueText,y17_M010_classRange,y17_M010_valueNumeric,y17_M058_valueText,y17_M058_classRange,y17_M058_valueNumeric,y17_M059_valueText,y17_M059_classRange,y17_M059_valueNumeric,y17_M060_valueText,y17_M060_classRange,y17_M060_valueNumeric,y17_M061_valueText,y17_M061_classRange,y17_M061_valueNumeric,y17_M062_valueText,y17_M062_classRange,y17_M062_valueNumeric,y17_M063_valueText,y17_M063_classRange,y17_M063_valueNumeric,y17_M064_valueText,y17_M064_classRange,y17_M064_valueNumeric,y17_M065_valueText,y17_M065_classRange,y17_M065_valueNumeric,y17_M066_valueText,y17_M066_classRange,y17_M066_valueNumeric,y17_M067_valueText,y17_M067_classRange,y17_M067_valueNumeric,y17_M068_valueText,y17_M068_classRange,y17_M068_valueNumeric,y17_M069_valueText,y17_M069_classRange,y17_M069_valueNumeric,y17_M070_valueText,y17_M070_classRange,y17_M070_valueNumeric,y17_M071_valueText,y17_M071_classRange,y17_M071_valueNumeric,y17_M076_valueText,y17_M076_classRange,y17_M076_valueNumeric,y17_M077_valueText,y17_M077_classRange,y17_M077_valueNumeric,y17_M078_valueText,y17_M078_classRange,y17_M078_valueNumeric,y17_M079_valueText,y17_M079_classRange,y17_M079_valueNumeric,y17_M080_valueText,y17_M080_classRange,y17_M080_valueNumeric,y17_M081_valueText,y17_M081_classRange,y17_M081_valueNumeric,y17_M082_valueText,y17_M082_classRange,y17_M082_valueNumeric,y17_M083_valueText,y17_M083_classRange,y17_M083_valueNumeric,y17_M091_valueText,y17_M091_classRange,y17_M091_valueNumeric,y17_M092_valueText,y17_M092_classRange,y17_M092_valueNumeric,y17_M093_valueText,y17_M093_classRange,y17_M093_valueNumeric,y17_M201_valueText,y17_M201_classRange,y17_M201_valueNumeric
49031,49031,104,Less than 250,104.00,-0.48,Sparse Data,-0.48,524,"500 - 1,999",524.00,0.34,Sparse Data,0.34,0.20,Sparse Data,0.20,-0.57,Sparse Data,-0.57,-2.96,Sparse Data,-2.96,0.49,Sparse Data,0.49,0.12,Sparse Data,0.12,2.05,Sparse Data,2.05,2.81,Sparse Data,2.81,11.2,10 - 29,11.20,0.17,Sparse Data,0.17,28.18,25 - 39,28.18,-0.01,Sparse Data,-0.01,3.07,Less than 5,3.07,27.38,20 - 39,27.38,-0.33,Sparse Data,-0.33,20.77,20 - 39,20.77,94.65,90 or more,94.65,64.64,50 - 69,64.64,13.18,10 - 14,13.18,0.00,Less than 1,0.00,6.89,5 - 19,6.89,28.35,Less than 40,28.35,(D),20 - 34,,4.57,Less than 5,4.57,29.85,20 - 29,29.85,(D),Less than 1,,25.11,Less than 30,25.11,0.00,Less than 5,0.00,0.00,Less than 5,0.00,72.12,Less than 75,72.12,19.23,15 - 19,19.23,7.69,5 - 9,7.69,81.73,75 - 84,81.73
49033,49033,160,Less than 250,160.00,0.03,Sparse Data,0.03,2343,"2,000 or more",2343.00,-0.36,Sparse Data,-0.36,0.64,Sparse Data,0.64,-0.32,Sparse Data,-0.32,0.74,Sparse Data,0.74,0.47,Sparse Data,0.47,-0.63,Sparse Data,-0.63,-0.66,Sparse Data,-0.66,-0.79,Negligible Change,-0.79,56.9,50 - 69,56.90,-0.97,Negligible Change,-0.97,11.31,10 - 24,11.31,-0.21,Sparse Data,-0.21,10.73,5 - 14,10.73,18.84,10 - 19,18.84,-0.73,Negligible Change,-0.73,10.97,10 - 19,10.97,89.42,60 - 89,89.42,80.69,70 - 89,80.69,1.87,1 - 4,1.87,2.83,1 - 2,2.83,1.89,Less than 5,1.89,13.49,Less than 40,13.49,(D),Less than 20,,5.35,5 - 14,5.35,0.13,Less than 10,0.13,0.00,Less than 1,0.00,1.37,Less than 30,1.37,0.00,Less than 5,0.00,(D),Less than 5,,64.38,Less than 75,64.38,17.50,15 - 19,17.50,15.00,15 - 19,15.00,76.25,75 - 84,76.25
49035,49035,592,500 - 749,592.00,-0.17,Sparse Data,-0.17,105,50 - 179,105.00,-0.10,Negligible Change,-0.10,-0.48,Negligible Change,-0.48,0.51,Sparse Data,0.51,-0.81,Sparse Data,-0.81,-0.53,Sparse Data,-0.53,0.20,Sparse Data,0.20,1.43,Sparse Data,1.43,-2.17,Sparse Data,-2.17,13.0,10 - 29,13.00,0.15,Sparse Data,0.15,11.99,10 - 24,11.99,-0.54,Sparse Data,-0.54,2.30,Less than 5,2.30,17.61,10 - 19,17.61,-0.36,Sparse Data,-0.36,9.69,Less than 10,9.69,64.47,60 - 89,64.47,70.68,70 - 89,70.68,8.13,5 - 9,8.13,(D),Less than 1,,3.39,Less than 5,3.39,49.33,40 - 49,49.33,(D),35 - 49,,8.10,5 - 14,8.10,4.77,Less than 10,4.77,0.16,Less than 1,0.16,79.68,75 - 89,79.68,0.06,Less than 5,0.06,0.49,Less than 5,0.49,64.53,Less than 75,64.53,13.01,10 - 14,13.01,14.36,10 - 14,14.36,78.72,75 - 84,78.72
49037,49037,823,750 - 999,823.00,0.26,Negligible Change,0.26,2014,"2,000 or more",2014.00,0.13,Negligible Change,0.13,0.13,Sparse Data,0.13,0.73,Negligible Change,0.73,0.26,Sparse Data,0.26,-0.64,Sparse Data,-0.64,-0.44,Sparse Data,-0.44,0.23,Sparse Data,0.23,0.26,Negligible Change,0.26,33.1,30 - 49,33.10,0.81,Negligible Change,0.81,0.46,Less than 1,0.46,0.31,Negligible Change,0.31,2.60,Less than 5,2.60,7.85,Less than 10,7.85,0.46,Sparse Data,0.46,2.69,Less than 10,2.69,12.45,5 - 19,12.45,90.46,90 or more,90.46,0.13,Less than 1,0.13,2.27,1 - 2,2.27,3.16,Less than 5,3.16,6.61,Less than 40,6.61,6.54,Less than 20,6.54,4.26,Less than 5,4.26,5.56,Less than 10,5.56,0.00,Less than 1,0.00,11.88,Less than 30,11.88,(D),Less than 5,,(D),Less than 5,,90.64,90 - 94,90.64,2.55,Less than 5,2.55,2.55,2 - 4,2.55,33.17,Less than 55,33.17
49039,49039,1003,"1,000 or more",1003.00,0.28,Negligible Change,0.28,301,180 - 499,301.00,0.34,Negligible Change,0.34,0.12,Sparse Data,0.12,0.37,Negligible Change,0.37,-0.42,Sparse Data,-0.42,0.21,Sparse Data,0.21,-0.13,Sparse Data,-0.13,0.56,Sparse Data,0.56,0.51,Sparse Data,0.51,29.6,10 - 29,29.60,0.18,Negligible Change,0.18,25.35,25 - 39,25.35,-0.10,Sparse Data,-0.10,7.04,5 - 14,7.04,23.75,20 - 39,23.75,-0.14,Sparse Data,-0.14,19.21,10 - 19,19.21,94.43,90 or more,94.43,67.45,50 - 69,67.45,10.69,10 - 14,10.69,0.00,Less than 1,0.00,10.25,5 - 19,10.25,51.17,50 - 59,51.17,49.07,35 - 49,49.07,11.30,5 - 14,11.30,46.66,40 - 59,46.66,1.21,1 - 4,1.21,50.17,50 - 64,50.17,0.00,Less than 5,0.00,0.04,Less than 5,0.04,81.95,75 - 84,81.95,6.28,5 - 9,6.28,7.98,5 - 9,7.98,76.67,75 - 84,76.67
49041,49041,691,500 - 749,691.00,0.07,Sparse Data,0.07,158,50 - 179,158.00,0.49,Negligible Change,0.49,-0.09,Sparse Data,-0.09,-0.45,Negligible Change,-0.45,-0.58,Sparse Data,-0.58,0.49,Sparse Data,0.49,0.11,Sparse Data,0.11,-1.18,Sparse Data,-1.18,-1.05,Sparse Data,-1.05,8.9,Less than 10,8.90,0.34,Negligible Change,0.34,45.36,40 or more,45.36,0.27,Sparse Data,0.27,4.13,Less than 5,4.13,46.29,40 - 59,46.29,0.27,Sparse Data,0.27,36.82,20 - 39,36.82,97.82,90 or more,97.82,55.27,50 - 69,55.27,16.91,15 - 29,16.91,(D),Less than 1,,4.08,Less than 5,4.08,52.28,50 - 59,52.28,56.64,50 - 64,56.64,10.36,5 - 14,10.36,44.97,40 - 59,44.97,0.95,Less than 1,0.95,43.61,30 - 49,43.61,(D),Less than 5,,1.90,Less than 5,1.90,86.98,85 - 89,86.98,3.62,Less than 5,3.62,6.22,5 - 9,6.22,78.29,75 - 84,78.29
49043,49043,626,500 - 749,626.00,0.03,Sparse Data,0.03,472,180 - 499,472.00,0.48,Negligible Change,0.48,-0.21,Sparse Data,-0.21,-0.43,Sparse Data,-0.43,0.13,Sparse Data,0.13,-0.41,Sparse Data,-0.41,0.21,Sparse Data,0.21,-1.67,Sparse Data,-1.67,0.77,Negligible Change,0.77,24.7,10 - 29,24.70,0.04,Sparse Data,0.04,7.21,5 - 9,7.21,0.09,Sparse Data,0.09,2.20,Less than 5,2.20,8.89,Less than 10,8.89,0.40,Sparse Data,0.40,6.30,Less than 10,6.30,68.09,60 - 89,68.09,88.74,70 - 89,88.74,3.29,1 - 4,3.29,0.18,Less than 1,0.18,0.70,Less than 5,0.70,30.92,Less than 40,30.92,20.84,20 - 34,20.84,10.95,5 - 14,10.95,2.50,Less than 10,2.50,0.61,Less than 1,0.61,15.77,Less than 30,15.77,0.00,Less than 5,0.00,0.00,Less than 5,0.00,82.27,75 - 84,82.27,6.07,5 - 9,6.07,7.51,5 - 9,7.51,79.87,75 - 84,79.87
49045,49045,540,500 - 749,540.00,0.33,Negligible Change,0.33,646,"500 - 1,999",646.00,0.49,Negligible Change,0.49,-0.18,Sparse Data,-0.18,0.17,Sparse Data,0.17,-0.29,Sparse Data,-0.29,0.41,Sparse Data,0.41,-0.42,Sparse Data,-0.42,0.00,Sparse Data,0.00,0.05,Sparse Data,0.05,7.8,Less than 10,7.80,-0.09,Sparse Data,-0.09,6.27,5 - 9,6.27,-1.78,Slight Decrease,-1.78,0.49,Less than 5,0.49,6.23,Less than 10,6.23,-0.17,Sparse Data,-0.17,4.78,Less than 10,4.78,95.91,90 or more,95.91,92.53,90 or more,92.53,1.83,1 - 4,1.83,(D),Less than 1,,0.32,Less than 5,0.32,26.86,Less than 40,26.86,27.32,20 - 34,27.32,11.72,5 - 14,11.72,5.66,Less than 10,5.66,(D),Less than 1,,27.66,Less than 30,27.66,0.00,Less than 5,0.00,(D),Less than 5,,85.19,85 - 89,85.19,6.30,5 - 9,6.30,7.41,5 - 9,7.41,80.56,75 - 84,80.56
49047,49047,1114,"1,000 or more",1114.00,-0.28,Negligible Change,-0.28,1638,"500 - 1,999",1638.00,0.15,Negligible Change,0.15,-0.40,Negligible Change,-0.40,-0.54,Negligible Change,-0.54,-0.30,Sparse Data,-0.30,0.57,Sparse Data,0.57,-0.14,Sparse Data,-0.14,0.68,Sparse Data,0.68,(D),Sparse Data,,63.6,50 - 69,63.60,-0.10,Negligible Change,-0.10,3.58,1 - 4,3.58,0.27,Sparse Data,0.27,2.47,Less than 5,2.47,3.88,Less than 10,3.88,-0.04,Sparse Data,-0.04,2.61,Less than 10,2.61,93.92,90 or more,93.92,92.51,90 or more,92.51,1.22,1 - 4,1.22,0.15,Less than 1,0.15,0.59,Less than 5,0.59,37.34,Less than 40,37.34,37.79,35 - 49,37.79,10.38,5 - 14,10.38,11.14,10 - 19,11.14,0.00,Less than 1,0.00,20.84,Less than 30,20.84,(D),Less than 5,,0.03,Less than 5,0.03,86.89,85 - 89,86.89,3.41,Less than 5,3.41,4.67,2 - 4,4.67,75.94,75 - 84,75.94
49049,49049,2589,"1,000 or more",2589.00,0.13,Negligible Change,0.13,117,50 - 179,117.00,0.27,Negligible Change,0.27,-0.10,Negligible Change,-0.10,-0.30,Negligible Change,-0.30,-0.17,Sparse Data,-0.17,0.03,Sparse Data,0.03,0.00,Sparse Data,0.00,-0.49,Sparse Data,-0.49,-1.11,Slight Decrease,-1.11,23.7,10 - 29,23.70,-0.06,Sparse Data,-0.06,23.92,10 - 24,23.92,0.17,Sparse Data,0.17,9.21,5 - 14,9.21,38.88,20 - 39,38.88,-0.05,Sparse Data,-0.05,24.16,20 - 39,24.16,82.14,60 - 89,82.14,60.72,50 - 69,60.72,6.71,5 - 9,6.71,4.76,3 - 5,4.76,8.61,5 - 19,8.61,37.78,Less than 40,37.78,35.62,35 - 49,35.62,7.10,5 - 14,7.10,25.50,20 - 29,25.50,0.90,Less than 1,0.90,42.73,30 - 49,42.73,4.72,Less than 5,4.72,8.04,5 - 9,8.04,82.66,75 - 84,82.66,5.91,5 - 9,5.91,7.49,5 - 9,7.49,81.85,75 - 84,81.85
49051,49051,475,250 - 499,475.00,0.14,Sparse Data,0.14,204,180 - 499,204.00,0.53,Negligible Change,0.53,-0.28,Sparse Data,-0.28,-0.16,Sparse Data,-0.16,-0.88,Sparse Data,-0.88,-2.26,Sparse Data,-2.26,0.61,Sparse Data,0.61,-1.06,Sparse Data,-1.06,-4.20,Significant Decrease,-4.20,12.9,10 - 29,12.90,-0.19,Sparse Data,-0.19,11.59,10 - 24,11.59,-1.99,Sparse Data,-1.99,1.17,Less than 5,1.17,9.11,Less than 10,9.11,-0.42,Sparse Data,-0.42,8.07,Less than 10,8.07,97.42,90 or more,97.42,77.26,70 - 89,77.26,4.82,1 - 4,4.82,0.00,Less than 1,0.00,(D),Less than 5,,41.88,40 - 49,41.88,(D),20 - 34,,18.82,15 - 29,18.82,5.18,Less than 10,5.18,(D),Less than 1,,28.16,Less than 30,28.16,0.00,Less than 5,0.00,(D),Less than 5,,81.89,75 - 84,81.89,8.63,5 - 9,8.63,5.47,5 - 9,5.47,82.32,75 - 84,82.32
49053,49053,537,500 - 749,537.00,-0.21,Sparse Data,-0.21,289,180 - 499,289.00,-0.01,Sparse Data,-0.01,-0.68,Negligible Change,-0.68,0.11,Sparse Data,0.11,0.40,Sparse Data,0.40,0.06,Sparse Data,0.06,-1.67,Sparse Data,-1.67,0.16,Sparse Data,0.16,0.40,Sparse Data,0.40,10.0,10 - 29,10.00,-0.25,Sparse Data,-0.25,8.37,5 - 9,8.37,0.22,Sparse Data,0.22,1.44,Less than 5,1.44,14.41,10 - 19,14.41,0.12,Sparse Data,0.12,5.95,Less than 10,5.95,79.96,60 - 89,79.96,77.93,70 - 89,77.93,4.64,1 - 4,4.64,0.80,Less than 1,0.80,4.99,Less than 5,4.99,31.49,Less than 40,31.49,31.09,20 - 34,31.09,9.02,5 - 14,9.02,44.45,40 - 59,44.45,(D),Less than 1,,71.26,65 - 74,71.26,0.13,Less than 5,0.13,0.62,Less than 5,0.62,66.85,Less than 75,66.85,10.99,10 - 14,10.99,11.17,10 - 14,11.17,76.91,75 - 84,76.91
49055,49055,209,Less than 250,209.00,0.29,Sparse Data,0.29,205,180 - 499,205.00,1.12,Slight Increase,1.12,0.94,Negligible Change,0.94,-0.81,Sparse Data,-0.81,-0.71,Sparse Data,-0.71,-0.12,Sparse Data,-0.12,0.69,Sparse Data,0.69,0.70,Sparse Data,0.70,0.08,Sparse Data,0.08,2.7,Less than 10,2.70,0.09,Sparse Data,0.09,38.72,25 - 39,38.72,-0.11,Sparse Data,-0.11,0.93,Less than 5,0.93,34.12,20 - 39,34.12,-0.10,Sparse Data,-0.10,31.19,20 - 39,31.19,96.57,90 or more,96.57,60.15,50 - 69,60.15,14.28,10 - 14,14.28,0.00,Less than 1,0.00,4.11,Less than 5,4.11,44.07,40 - 49,44.07,45.26,35 - 49,45.26,17.41,15 - 29,17.41,35.54,30 - 39,35.54,0.00,Less than 1,0.00,16.16,Less than 30,16.16,(D),Less than 5,,(D),Less than 5,,83.73,75 - 84,83.73,3.35,Less than 5,3.35,8.61,5 - 9,8.61,90.91,85 or more,90.91
49057,49057,1260,"1,000 or more",1260.00,0.30,Negligible Change,0.30,75,50 - 179,75.00,0.37,Negligible Change,0.37,0.21,Negligible Change,0.21,-0.41,Negligible Change,-0.41,0.19,Sparse Data,0.19,-0.97,Sparse Data,-0.97,-1.67,Sparse Data,-1.67,-0.89,Sparse Data,-0.89,-2.04,Sparse Data,-2.04,25.6,10 - 29,25.60,-0.69,Negligible Change,-0.69,28.79,25 - 39,28.79,-0.37,Sparse Data,-0.37,7.66,5 - 14,7.66,29.95,20 - 39,29.95,-0.51,Sparse Data,-0.51,23.57,20 - 39,23.57,84.79,60 - 89,84.79,62.41,50 - 69,62.41,14.12,10 - 14,14.12,0.00,Less than 1,0.00,1.23,Less than 5,1.23,54.75,50 - 59,54.75,41.39,35 - 49,41.39,11.61,5 - 14,11.61,13.58,10 - 19,13.58,0.04,Less than 1,0.04,38.57,30 - 49,38.57,0.21,Less than 5,0.21,1.07,Less than 5,1.07,82.54,75 - 84,82.54,5.56,5 - 9,5.56,6.11,5 - 9,6.11,75.00,75 - 84,75.00
50001,50001,720,500 - 749,720.00,-0.36,Negligible Change,-0.36,236,180 - 499,236.00,0.07,Sparse Data,0.07,-0.15,Sparse Data,-0.15,-0.16,Sparse Data,-0.16,-0.48,Negligible Change,-0.48,-0.79,Negligible Change,-0.79,-0.19,Sparse Data,-0.19,-0.77,Sparse Data,-0.77,-0.63,Negligible Change,-0.63,34.6,30 - 49,34.60,0.60,Sparse Data,0.60,0.25,Less than 1,0.25,-0.84,Negligible Change,-0.84,21.97,15 - 29,21.97,63.43,60 - 79,63.43,-1.20,Slight Decrease,-1.20,56.03,40 - 59,56.03,(D),Less than 5,,11.14,Less than 15,11.14,(D),Less than 1,,0.69,Less than 1,0.69,23.71,20 - 34,23.71,44.87,40 - 49,44.87,44.83,35 - 49,44.83,38.41,30 - 59,38.41,5.60,Less than 10,5.60,0.47,Less than 1,0.47,21.00,Less than 30,21.00,0.75,Less than 5,0.75,1.36,Less than 5,1.36,75.83,75 - 84,75.83,13.33,10 - 14,13.33,7.64,5 - 9,7.64,92.36,85 or more,92.36
50003,50003,250,250 - 499,250.00,-0.60,Negligible Change,-0.60,132,50 - 179,132.00,0.22,Negligible Change,0.22,-0.66,Negligible Change,-0.66,-0.83,Negligible Change,-0.83,-1.55,Sparse Data,-1.55,0.55,Sparse Data,0.55,-0.24,Sparse Data,-0.24,0.00,Sparse Data,0.00,-0.70,Sparse Data,-0.70,7.7,Less than 10,7.70,0.85,Sparse Data,0.85,1.49,1 - 4,1.49,-0.05,Sparse Data,-0.05,2.56,Less than 5,2.56,33.40,20 - 39,33.40,-1.32,Sparse Data,-1.32,23.57,20 - 39,23.57,(D),5 - 19,,11.17,Less than 15,11.17,(D),Less than 1,,0.20,Less than 1,0.20,6.57,5 - 19,6.57,37.44,Less than 40,37.44,38.02,35 - 49,38.02,23.36,15 - 29,23.36,5.52,Less than 10,5.52,(D),1 - 4,,15.63,Less than 30,15.63,(D),5 - 9,,6.07,5 - 9,6.07,79.20,75 - 84,79.20,8.80,5 - 9,8.80,10.80,10 - 14,10.80,88.00,85 or more,88.00
50005,50005,585,500 - 749,585.00,0.13,Sparse Data,0.13,149,50 - 179,149.00,0.22,Negligible Change,0.22,0.04,Sparse Data,0.04,-0.13,Sparse Data,-0.13,0.22,Sparse Data,0.22,-0.11,Sparse Data,-0.11,0.41,Sparse Data,0.41,-6.62,Sparse Data,-6.62,0.17,Sparse Data,0.17,20.9,10 - 29,20.90,-1.70,Sparse Data,-1.70,0.06,Less than 1,0.06,0.36,Sparse Data,0.36,7.54,5 - 14,7.54,36.02,20 - 39,36.02,0.24,Sparse Data,0.24,32.14,20 - 39,32.14,0.19,Less than 5,0.19,13.40,Less than 15,13.40,0.00,Less than 1,0.00,0.11,Less than 1,0.11,5.97,5 - 19,5.97,37.20,Less than 40,37.20,36.64,35 - 49,36.64,47.72,30 - 59,47.72,2.12,Less than 10,2.12,0.00,Less than 1,0.00,10.50,Less than 30,10.50,0.00,Less than 5,0.00,1.89,Less than 5,1.89,85.30,85 - 89,85.30,7.18,5 - 9,7.18,5.47,5 - 9,5.47,87.35,85 or more,87.35
50007,50007,585,500 - 749,585.00,-0.01,Sparse Data,-0.01,110,50 - 179,110.00,0.18,Negligible Change,0.18,0.01,Sparse Data,0.01,-0.15,Sparse Data,-0.15,-0.34,Sparse Data,-0.34,0.43,Sparse Data,0.43,-0.67,Sparse Data,-0.67,-4.25,Sparse Data,-4.25,-0.41,Sparse Data,-0.41,18.7,10 - 29,18.70,-0.19,Sparse Data,-0.19,0.72,Less than 1,0.72,0.17,Sparse Data,0.17,7.81,5 - 14,7.81,41.77,40 - 59,41.77,-0.03,Sparse Data,-0.03,34.55,20 - 39,34.55,(D),Less than 5,,15.24,15 - 29,15.24,(D),Less than 1,,0.18,Less than 1,0.18,6.20,5 - 19,6.20,31.32,Less than 40,31.32,32.10,20 - 34,32.10,20.58,15 - 29,20.58,6.20,Less than 10,6.20,2.97,1 - 4,2.97,15.28,Less than 30,15.28,0.28,Less than 5,0.28,4.24,Less than 5,4.24,75.21,75 - 84,75.21,10.09,10 - 14,10.09,11.79,10 - 14,11.79,90.77,85 or more,90.77
50009,50009,106,Less than 250,106.00,0.37,Sparse Data,0.37,404,180 - 499,404.00,0.54,Negligible Change,0.54,-0.83,Sparse Data,-0.83,0.27,Sparse Data,0.27,-0.23,Sparse Data,-0.23,0.40,Sparse Data,0.40,0.00,Sparse Data,0.00,0.00,Sparse Data,0.00,1.22,Sparse Data,1.22,10.1,10 - 29,10.10,0.00,Sparse Data,0.00,0.02,Less than 1,0.02,-0.04,Sparse Data,-0.04,1.87,Less than 5,1.87,18.58,10 - 19,18.58,-1.05,Sparse Data,-1.05,14.73,10 - 19,14.73,0.14,Less than 5,0.14,7.82,Less than 15,7.82,0.00,Less than 1,0.00,0.10,Less than 1,0.10,2.57,Less than 5,2.57,42.51,40 - 49,42.51,40.86,35 - 49,40.86,27.18,15 - 29,27.18,2.74,Less than 10,2.74,(D),Less than 1,,25.24,Less than 30,25.24,0.00,Less than 5,0.00,(D),Less than 5,,93.40,90 - 94,93.40,1.89,Less than 5,1.89,3.77,2 - 4,3.77,83.02,75 - 84,83.02
50011,50011,729,500 - 749,729.00,-0.03,Sparse Data,-0.03,260,180 - 499,260.00,0.50,Negligible Change,0.50,-0.26,Sparse Data,-0.26,-0.05,Sparse Data,-0.05,-0.13,Sparse Data,-0.13,0.00,Sparse Data,0.00,-0.72,Sparse Data,-0.72,0.94,Sparse Data,0.94,0.05,Sparse Data,0.05,46.8,30 - 49,46.80,-1.51,Sparse Data,-1.51,0.15,Less than 1,0.15,0.17,Sparse Data,0.17,20.50,15 - 29,20.50,43.84,40 - 59,43.84,0.12,Sparse Data,0.12,40.50,40 - 59,40.50,0.25,Less than 5,0.25,12.73,Less than 15,12.73,0.39,Less than 1,0.39,0.21,Less than 1,0.21,14.95,5 - 19,14.95,58.75,50 - 59,58.75,58.92,50 - 64,58.92,51.72,30 - 59,51.72,4.36,Less than 10,4.36,(D),1 - 4,,32.40,30 - 49,32.40,0.01,Less than 5,0.01,(D),Less than 5,,78.46,75 - 84,78.46,13.85,10 - 14,13.85,6.04,5 - 9,6.04,84.77,75 - 84,84.77
50013,50013,119,Less than 250,119.00,-0.05,Sparse Data,-0.05,158,50 - 179,158.00,0.38,Sparse Data,0.38,-0.77,Sparse Data,-0.77,0.11,Sparse Data,0.11,0.10,Sparse Data,0.10,-0.56,Sparse Data,-0.56,0.41,Sparse Data,0.41,0.00,Sparse Data,0.00,-0.03,Sparse Data,-0.03,35.9,30 - 49,35.90,-0.84,Sparse Data,-0.84,0.25,Less than 1,0.25,-0.44,Sparse Data,-0.44,24.12,15 - 29,24.12,67.19,60 - 79,67.19,-0.67,Sparse Data,-0.67,61.23,60 - 79,61.23,0.41,Less than 5,0.41,17.19,15 - 29,17.19,0.00,Less than 1,0.00,0.00,Less than 1,0.00,8.88,5 - 19,8.88,33.14,Less than 40,33.14,33.86,20 - 34,33.86,33.63,30 - 59,33.63,1.43,Less than 10,1.43,0.00,Less than 1,0.00,17.61,Less than 30,17.61,0.59,Less than 5,0.59,(D),5 - 9,,85.71,85 - 89,85.71,6.72,5 - 9,6.72,4.20,2 - 4,4.20,88.24,85 or more,88.24
50015,50015,329,250 - 499,329.00,-0.17,Sparse Data,-0.17,162,50 - 179,162.00,0.17,Sparse Data,0.17,-0.51,Negligible Change,-0.51,-0.24,Sparse Data,-0.24,0.37,Sparse Data,0.37,-0.58,Sparse Data,-0.58,-0.20,Sparse Data,-0.20,0.00,Sparse Data,0.00,0.06,Sparse Data,0.06,18.1,10 - 29,18.10,1.09,Sparse Data,1.09,0.32,Less than 1,0.32,0.66,Sparse Data,0.66,4.96,Less than 5,4.96,27.43,20 - 39,27.43,0.56,Sparse Data,0.56,23.15,20 - 39,23.15,1.26,Less than 5,1.26,10.02,Less than 15,10.02,0.30,Less than 1,0.30,0.11,Less than 1,0.11,4.18,Less than 5,4.18,39.26,Less than 40,39.26,39.01,35 - 49,39.01,33.22,30 - 59,33.22,0.60,Less than 10,0.60,(D),Less than 1,,21.34,Less than 30,21.34,0.00,Less than 5,0.00,0.29,Less than 5,0.29,82.07,75 - 84,82.07,12.16,10 - 14,12.16,5.17,5 - 9,5.17,86.63,85 or more,86.63
50017,50017,569,500 - 749,569.00,-0.83,Negligible Change,-0.83,150,50 - 179,150.00,-0.33,Negligible Change,-0.33,-0.61,Negligible Change,-0.61,-0.48,Negligible Change,-0.48,-0.72,Negligible Change,-0.72,-0.21,Sparse Data,-0.21,0.17,Sparse Data,0.17,0.00,Sparse Data,0.00,-0.64,Sparse Data,-0.64,19.5,10 - 29,19.50,-0.64,Sparse Data,-0.64,0.18,Less than 1,0.18,-0.09,Sparse Data,-0.09,7.41,5 - 14,7.41,38.05,20 - 39,38.05,-0.18,Sparse Data,-0.18,34.02,20 - 39,34.02,0.51,Less than 5,0.51,18.10,15 - 29,18.10,0.00,Less than 1,0.00,0.18,Less than 1,0.18,4.85,Less than 5,4.85,37.54,Less than 40,37.54,35.64,35 - 49,35.64,44.72,30 - 59,44.72,2.18,Less than 10,2.18,(D),Less than 1,,12.95,Less than 30,12.95,0.83,Less than 5,0.83,(D),Less than 5,,81.90,75 - 84,81.90,11.25,10 - 14,11.25,5.45,5 - 9,5.45,80.84,75 - 84,80.84
50019,50019,558,500 - 749,558.00,-0.40,Negligible Change,-0.40,230,180 - 499,230.00,0.16,Sparse Data,0.16,-0.29,Negligible Change,-0.29,-0.36,Negligible Change,-0.36,-0.32,Sparse Data,-0.32,-0.64,Sparse Data,-0.64,0.45,Sparse Data,0.45,1.15,Sparse Data,1.15,-0.05,Sparse Data,-0.05,28.9,10 - 29,28.90,-1.37,Sparse Data,-1.37,0.07,Less than 1,0.07,0.50,Sparse Data,0.50,13.19,5 - 14,13.19,45.62,40 - 59,45.62,0.29,Sparse Data,0.29,40.99,40 - 59,40.99,0.08,Less than 5,0.08,11.62,Less than 15,11.62,0.36,Less than 1,0.36,0.11,Less than 1,0.11,7.97,5 - 19,7.97,52.51,50 - 59,52.51,50.53,50 - 64,50.53,48.50,30 - 59,48.50,4.43,Less than 10,4.43,0.01,Less than 1,0.01,23.73,Less than 30,23.73,(D),Less than 5,,0.01,Less than 5,0.01,85.66,85 - 89,85.66,8.42,5 - 9,8.42,4.30,2 - 4,4.30,81.90,75 - 84,81.90
